LGA_CODE,LGA_CODE16,LGA_NAME,STATE_CODE,STATE_NAME,AREA_SQKM,air_lga_DATE_AS_AT,air_lga_AGG_LEVEL,air_lga_STATE,air_lga_ABS_NAME,air_lga_AGE_LOWER,air_lga_AGE_UPPER,air_lga_AIR_FIRST_DOSE_PCT,air_lga_AIR_SECOND_DOSE_PCT,air_lga_AIR_FIRST_DOSE_APPROX_COUNT,air_lga_AIR_SECOND_DOSE_APPROX_COUNT,air_lga_ABS_ERP_2019_POPULATION,air_lga_MASKED,air_lga_SA4_CODE_2016,air_lga_SA3_CODE_2016,air_lga_VALIDATED,air_lga_URL,Median Population Age_Median_age_persons
LGA51260,"51260",Busselton (C),"5",Western Australia,1454.050500000000056,2021/10/03,ASGS_2020_LGA,WA,Busselton (C),"15","999",71.5,52.1,"22696","16538","31743",N,"501","50101;50102",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"42"
LGA51310,"51310",Cambridge (T),"5",Western Australia,21.993600000000001,2021/10/03,ASGS_2020_LGA,WA,Cambridge (T),"15","999",88.1,71.2,"20179","16308","22905",N,"503;505","50301;50302;50502",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"40"
LGA51330,"51330",Canning (C),"5",Western Australia,64.878900000000002,2021/10/03,ASGS_2020_LGA,WA,Canning (C),"15","999",74.8,54.6,"56909","41541","76082",N,"506;507","50603;50704",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"34"
LGA51400,"51400",Capel (S),"5",Western Australia,557.898299999999949,2021/10/03,ASGS_2020_LGA,WA,Capel (S),"15","999",65.3,46.3,"9145","6484","14004",N,"501","50102",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"36"
LGA51610,"51610",Chapman Valley (S),"5",Western Australia,3981.333299999999781,2021/10/03,ASGS_2020_LGA,WA,Chapman Valley (S),"15","999",41.9,25.6,"494","302","1179",N,"511","51104",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"43"
LGA51680,"51680",Chittering (S),"5",Western Australia,1219.903199999999970,2021/10/03,ASGS_2020_LGA,WA,Chittering (S),"15","999",58.6,40.8,"2812","1958","4799",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"43"
LGA51750,"51750",Claremont (T),"5",Western Australia,4.955600000000000,2021/10/03,ASGS_2020_LGA,WA,Claremont (T),"15","999",88.9,74.2,"8015","6690","9016",N,"503","50301",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"43"
LGA51820,"51820",Cockburn (C),"5",Western Australia,167.898899999999998,2021/10/03,ASGS_2020_LGA,WA,Cockburn (C),"15","999",66.5,47.6,"60822","43536","91462",N,"507","50705;50701;50704;50702",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"35"
LGA51890,"51890",Collie (S),"5",Western Australia,1709.814900000000080,2021/10/03,ASGS_2020_LGA,WA,Collie (S),"15","999",60.6,43,"4224","2998","6971",N,"501","50102",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"41"
LGA51960,"51960",Coolgardie (S),"5",Western Australia,30297.697700000000623,2021/10/03,ASGS_2020_LGA,WA,Coolgardie (S),"15","999",41.5,28,"1104","745","2660",N,"511","51103",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"33"
LGA52030,"52030",Coorow (S),"5",Western Australia,4189.879100000000108,2021/10/03,ASGS_2020_LGA,WA,Coorow (S),"15","999",65.6,47.8,"548","400","836",N,"511","51104",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"52"
LGA52170,"52170",Cottesloe (T),"5",Western Australia,3.856400000000000,2021/10/03,ASGS_2020_LGA,WA,Cottesloe (T),"15","999",91.7,75.9,"6280","5198","6848",N,"503","50301",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"42"
LGA52240,"52240",Cranbrook (S),"5",Western Australia,3276.049100000000180,2021/10/03,ASGS_2020_LGA,WA,Cranbrook (S),"15","999",67.4,41.8,"570","354","846",N,"509","50901",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"46"
LGA52310,"52310",Cuballing (S),"5",Western Australia,1195.336999999999989,2021/10/03,ASGS_2020_LGA,WA,Cuballing (S),"15","999",65.1,48.7,"460","344","707",N,"509","50903",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"47"
LGA52450,"52450",Cunderdin (S),"5",Western Australia,1862.445799999999963,2021/10/03,ASGS_2020_LGA,WA,Cunderdin (S),"15","999",56.9,43.2,"648","492","1138",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"37"
LGA52590,"52590",Dandaragan (S),"5",Western Australia,6711.572100000000319,2021/10/03,ASGS_2020_LGA,WA,Dandaragan (S),"15","999",73,54.2,"2014","1495","2759",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"48"
LGA52660,"52660",Dardanup (S),"5",Western Australia,525.801699999999983,2021/10/03,ASGS_2020_LGA,WA,Dardanup (S),"15","999",65.1,47.2,"7329","5314","11258",N,"501","50102",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"37"
LGA52730,"52730",Denmark (S),"5",Western Australia,1859.848799999999983,2021/10/03,ASGS_2020_LGA,WA,Denmark (S),"15","999",68,50,"3481","2560","5119",N,"509","50901",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"49"
LGA52870,"52870",Donnybrook-Balingup (S),"5",Western Australia,1559.856099999999969,2021/10/03,ASGS_2020_LGA,WA,Donnybrook-Balingup (S),"15","999",67.4,46.2,"3363","2305","4989",N,"501","50103",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"47"
LGA52940,"52940",Dowerin (S),"5",Western Australia,1863.085100000000011,2021/10/03,ASGS_2020_LGA,WA,Dowerin (S),"15","999",76.6,55.7,"389","283","508",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"43"
LGA53150,"53150",East Fremantle (T),"5",Western Australia,3.138400000000000,2021/10/03,ASGS_2020_LGA,WA,East Fremantle (T),"15","999",79.5,64.1,"5083","4099","6394",N,"507","50702",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"43"
LGA53430,"53430",Fremantle (C),"5",Western Australia,19.010300000000001,2021/10/03,ASGS_2020_LGA,WA,Fremantle (C),"15","999",78.6,60.5,"20790","16002","26450",N,"507","50702",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"42"
LGA53570,"53570",Gingin (S),"5",Western Australia,3208.358499999999822,2021/10/03,ASGS_2020_LGA,WA,Gingin (S),"15","999",63,38.5,"2825","1726","4484",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"47"
LGA53710,"53710",Goomalling (S),"5",Western Australia,1835.429399999999987,2021/10/03,ASGS_2020_LGA,WA,Goomalling (S),"15","999",60.4,42.3,"484","339","801",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"45"
LGA53780,"53780",Gosnells (C),"5",Western Australia,127.297499999999999,2021/10/03,ASGS_2020_LGA,WA,Gosnells (C),"15","999",61.9,42.4,"60551","41476","97821",N,"506","50604",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"34"
LGA53800,"53800",Greater Geraldton (C),"5",Western Australia,9909.000299999999697,2021/10/03,ASGS_2020_LGA,WA,Greater Geraldton (C),"15","999",63.7,43.5,"19253","13147","30224",N,"511","51104",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"38"
LGA53990,"53990",Harvey (S),"5",Western Australia,1727.606800000000021,2021/10/03,ASGS_2020_LGA,WA,Harvey (S),"15","999",66.9,48,"14664","10521","21919",N,"501","50102",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"38"
LGA54060,"54060",Irwin (S),"5",Western Australia,2369.329799999999977,2021/10/03,ASGS_2020_LGA,WA,Irwin (S),"15","999",75.4,53.2,"2238","1579","2968",N,"511","51104",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"49"
LGA54170,"54170",Joondalup (C),"5",Western Australia,98.928500000000000,2021/10/03,ASGS_2020_LGA,WA,Joondalup (C),"15","999",78.5,58.9,"101190","75924","128904",N,"505","50501;50502",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"40"
LGA54200,"54200",Kalamunda (S),"5",Western Australia,324.295700000000011,2021/10/03,ASGS_2020_LGA,WA,Kalamunda (C),"15","999",69,49,"32707","23227","47402",N,"506;504","50605;50402;50602",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"39"
LGA54280,"54280",Kalgoorlie/Boulder (C),"5",Western Australia,95498.051999999996042,2021/10/03,ASGS_2020_LGA,WA,Kalgoorlie/Boulder (C),"15","999",55.1,37.8,"12488","8567","22664",N,"511","51103",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"33"
LGA54340,"54340",Katanning (S),"5",Western Australia,1518.185400000000072,2021/10/03,ASGS_2020_LGA,WA,Katanning (S),"15","999",59.1,41.8,"1877","1328","3176",N,"509","50901",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"40"
LGA54410,"54410",Kellerberrin (S),"5",Western Australia,1915.432999999999993,2021/10/03,ASGS_2020_LGA,WA,Kellerberrin (S),"15","999",65.8,48.4,"644","474","979",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"48"
LGA54550,"54550",Kojonup (S),"5",Western Australia,2930.992600000000039,2021/10/03,ASGS_2020_LGA,WA,Kojonup (S),"15","999",79.4,54.8,"1208","834","1521",N,"509","50901",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"44"
LGA54830,"54830",Kwinana (C),"5",Western Australia,120.012100000000004,2021/10/03,ASGS_2020_LGA,WA,Kwinana (C),"15","999",57.5,40.5,"20029","14107","34833",N,"507","50703",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"32"
LGA55110,"55110",Mandurah (C),"5",Western Australia,174.896700000000010,2021/10/03,ASGS_2020_LGA,WA,Mandurah (C),"15","999",68.3,48.9,"48238","34537","70627",N,"502","50201",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"43"
LGA55180,"55180",Manjimup (S),"5",Western Australia,7029.607699999999568,2021/10/03,ASGS_2020_LGA,WA,Manjimup (S),"15","999",71.9,52.5,"5338","3898","7424",N,"501","50103",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"45"
LGA55320,"55320",Melville (C),"5",Western Australia,52.850600000000000,2021/10/03,ASGS_2020_LGA,WA,Melville (C),"15","999",80.8,62.3,"68226","52605","84438",N,"507","50704;50701",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"41"
LGA55460,"55460",Merredin (S),"5",Western Australia,3293.782400000000052,2021/10/03,ASGS_2020_LGA,WA,Merredin (S),"15","999",57.5,36.5,"1561","991","2715",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"38"
LGA55530,"55530",Mingenew (S),"5",Western Australia,1934.885700000000043,2021/10/03,ASGS_2020_LGA,WA,Mingenew (S),"15","999",84.2,54.5,"278","180","330",N,"511","51104",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"42"
LGA55600,"55600",Moora (S),"5",Western Australia,3763.025399999999991,2021/10/03,ASGS_2020_LGA,WA,Moora (S),"15","999",78.1,58,"1439","1068","1842",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"41"
LGA55740,"55740",Mosman Park (T),"5",Western Australia,4.347200000000000,2021/10/03,ASGS_2020_LGA,WA,Mosman Park (T),"15","999",81,65.7,"6157","4994","7601",N,"503","50301",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"40"
LGA56090,"56090",Mundaring (S),"5",Western Australia,643.179399999999987,2021/10/03,ASGS_2020_LGA,WA,Mundaring (S),"15","999",68.9,45.9,"22167","14767","32172",N,"504","50403;50402",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"42"
LGA56230,"56230",Murray (S),"5",Western Australia,1703.468800000000101,2021/10/03,ASGS_2020_LGA,WA,Murray (S),"15","999",59.8,40.2,"8715","5858","14573",N,"502;509;506","50201;50903;50606",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"44"
LGA56300,"56300",Nannup (S),"5",Western Australia,3053.936099999999897,2021/10/03,ASGS_2020_LGA,WA,Nannup (S),"15","999",73.6,55.1,"846","633","1149",N,"501","50103;50101",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"53"
LGA56460,"56460",Narrogin (S),"5",Western Australia,1631.302400000000034,2021/10/03,ASGS_2020_LGA,WA,Narrogin (S),"15","999",68,52.1,"2736","2096","4023",N,"509","50903",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"40"
LGA56580,"56580",Nedlands (C),"5",Western Australia,19.946600000000000,2021/10/03,ASGS_2020_LGA,WA,Nedlands (C),"15","999",92.1,76.6,"16808","13979","18250",N,"503","50301;50302",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"41"
LGA56730,"56730",Northam (S),"5",Western Australia,1431.221500000000106,2021/10/03,ASGS_2020_LGA,WA,Northam (S),"15","999",59.3,40.4,"5339","3638","9004",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"42"
LGA56930,"56930",Peppermint Grove (S),"5",Western Australia,1.067700000000000,2021/10/03,ASGS_2020_LGA,WA,Peppermint Grove (S),"15","999",72.3,59.7,"1063","878","1470",N,"503","50301",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"39"
LGA57080,"57080",Perth (C),"5",Western Australia,12.021300000000000,2021/10/03,ASGS_2020_LGA,WA,Perth (C),"15","999",70.9,55.7,"18965","14899","26749",N,"503","50301;50302",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"32"
LGA57140,"57140",Pingelly (S),"5",Western Australia,1294.572100000000091,2021/10/03,ASGS_2020_LGA,WA,Pingelly (S),"15","999",72.6,45.7,"667","420","919",N,"509","50903",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"50"
LGA57210,"57210",Plantagenet (S),"5",Western Australia,4876.682099999999991,2021/10/03,ASGS_2020_LGA,WA,Plantagenet (S),"15","999",68.7,47.3,"2975","2048","4330",N,"509","50901",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"46"
LGA57350,"57350",Quairading (S),"5",Western Australia,2016.926899999999932,2021/10/03,ASGS_2020_LGA,WA,Quairading (S),"15","999",76.4,46.8,"617","378","808",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"52"
LGA57490,"57490",Rockingham (C),"5",Western Australia,257.497000000000014,2021/10/03,ASGS_2020_LGA,WA,Rockingham (C),"15","999",61.2,43.4,"64721","45897","105754",N,"507","50705",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"34"
LGA57700,"57700",Serpentine-Jarrahdale (S),"5",Western Australia,901.205600000000004,2021/10/03,ASGS_2020_LGA,WA,Serpentine-Jarrahdale (S),"15","999",55.7,38,"13697","9345","24591",N,"506","50606",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"32"
LGA57840,"57840",South Perth (C),"5",Western Australia,19.811599999999999,2021/10/03,ASGS_2020_LGA,WA,South Perth (C),"15","999",72.4,56.7,"27107","21228","37440",N,"506","50607",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"37"
LGA57910,"57910",Stirling (C),"5",Western Australia,104.727000000000004,2021/10/03,ASGS_2020_LGA,WA,Stirling (C),"15","999",70.6,52.6,"129393","96403","183276",N,"505;503","50502;50302",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"36"
LGA57980,"57980",Subiaco (C),"5",Western Australia,6.976400000000000,2021/10/03,ASGS_2020_LGA,WA,Subiaco (C),"15","999",84.1,69.8,"12205","10129","14512",N,"503","50302",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"36"
LGA58050,"58050",Swan (C),"5",Western Australia,1043.227100000000064,2021/10/03,ASGS_2020_LGA,WA,Swan (C),"15","999",62.1,41,"71398","47139","114972",N,"504;505;506","50403;50402;50503;50602",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"34"
LGA58190,"58190",Tammin (S),"5",Western Australia,1101.692000000000007,2021/10/03,ASGS_2020_LGA,WA,Tammin (S),"15","999",74.9,52.5,"227","159","303",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"38"
LGA58330,"58330",Toodyay (S),"5",Western Australia,1691.648599999999988,2021/10/03,ASGS_2020_LGA,WA,Toodyay (S),"15","999",60.9,42.4,"2345","1633","3851",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"51"
LGA58510,"58510",Victoria Park (T),"5",Western Australia,17.939699999999998,2021/10/03,ASGS_2020_LGA,WA,Victoria Park (T),"15","999",66.3,50,"21195","15984","31968",N,"506","50602;50603;50607",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"34"
LGA58540,"58540",Victoria Plains (S),"5",Western Australia,2551.013199999999870,2021/10/03,ASGS_2020_LGA,WA,Victoria Plains (S),"15","999",65.5,47.7,"491","358","750",N,"509","50902",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"45"
LGA58570,"58570",Vincent (C),"5",Western Australia,11.376899999999999,2021/10/03,ASGS_2020_LGA,WA,Vincent (C),"15","999",68.9,53.3,"21542","16664","31265",N,"503;505","50302;50502",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"34"
LGA58610,"58610",Wagin (S),"5",Western Australia,1946.176300000000083,2021/10/03,ASGS_2020_LGA,WA,Wagin (S),"15","999",70.6,53.2,"1046","788","1482",N,"509","50903",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"49"
LGA58680,"58680",Wandering (S),"5",Western Australia,1903.864499999999907,2021/10/03,ASGS_2020_LGA,WA,Wandering (S),"15","999",64.4,48.6,"224","169","348",N,"509","50903",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"47"
LGA58760,"58760",Wanneroo (C),"5",Western Australia,685.067999999999984,2021/10/03,ASGS_2020_LGA,WA,Wanneroo (C),"15","999",63.2,44.8,"101971","72283","161346",N,"505","50503;50501",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"33"
LGA58820,"58820",Waroona (S),"5",Western Australia,832.228600000000029,2021/10/03,ASGS_2020_LGA,WA,Waroona (S),"15","999",59,41.3,"2037","1426","3452",N,"501","50102",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"45"
LGA58890,"58890",West Arthur (S),"5",Western Australia,2831.827200000000175,2021/10/03,ASGS_2020_LGA,WA,West Arthur (S),"15","999",65.9,42.9,"411","268","624",N,"509","50903",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"47"
LGA59100,"59100",Wickepin (S),"5",Western Australia,2040.898500000000013,2021/10/03,ASGS_2020_LGA,WA,Wickepin (S),"15","999",81.1,59,"451","328","556",N,"509","50903",Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf,"46"
